deal_ref,client_ref,event_time,item_code,item_label,grouping,qty,price,amount,value,territory,source,owner,status
D-301680,CL-4800,2023-08-19,SKU-201,POS Terminal,Hardware,13,257,3341,3388,NA,ColdCall,Agent_5,Closed
D-301681,CL-6080,2024-07-27,SKU-101,CRM Pro,Software,6,764,4584,4553,NA,Partner,Agent_2,Won
D-301682,CL-7108,2023-04-28,SKU-102,Analytics Suite,Software,23,353,8119,8107,EU,Partner,Agent_6,Won
D-301683,CL-5924,2024-04-21,SKU-101,CRM Pro,Software,7,1505,10535,10547,NA,ColdCall,Agent_2,Won
D-301684,CL-2495,2023-09-30,SKU-101,CRM Pro,Software,1,1713,1713,1703,APAC,Partner,Agent_3,Closed
D-301685,CL-2648,2023-01-29,SKU-101,CRM Pro,Software,22,101,2222,2229,NA,Web,Agent_6,Closed
D-301686,CL-7301,2023-12-05,SKU-102,Analytics Suite,Software,3,733,2199,2160,APAC,Partner,Agent_8,Closed
D-301687,CL-2683,2024-05-18,SKU-201,POS Terminal,Hardware,20,1233,24660,24632,NA,Web,Agent_6,Lost
D-301688,CL-7780,2023-08-26,SKU-102,Analytics Suite,Software,4,1348,5392,5376,APAC,Web,Agent_8,Won
D-301689,CL-7315,2024-07-18,SKU-201,POS Terminal,Hardware,19,1119,21261,21271,EU,Web,Agent_3,Lost
D-301690,CL-5443,2024-12-06,SKU-201,POS Terminal,Hardware,8,1017,8136,8089,EU,Web,Agent_11,Closed
D-301691,CL-5572,2024-02-12,SKU-201,POS Terminal,Hardware,23,838,19274,19311,APAC,Web,Agent_9,Won
D-301692,CL-2265,2023-03-19,SKU-101,CRM Pro,Software,21,1552,32592,32547,EU,Partner,Agent_3,Won
D-301693,CL-6903,2023-04-05,SKU-201,POS Terminal,Hardware,24,1676,40224,40227,APAC,ColdCall,Agent_3,Lost
D-301694,CL-3210,2024-09-12,SKU-102,Analytics Suite,Software,24,1468,35232,35223,EU,ColdCall,Agent_6,Closed
D-301695,CL-7288,2024-04-07,SKU-101,CRM Pro,Software,10,1507,15070,15080,NA,ColdCall,Agent_6,Closed
D-301696,CL-4407,2024-08-26,SKU-102,Analytics Suite,Software,21,1619,33999,33986,EU,Web,Agent_8,Lost
D-301697,CL-7321,2023-08-28,SKU-201,POS Terminal,Hardware,10,1200,12000,11976,EU,Partner,Agent_11,Lost
D-301698,CL-6221,2023-05-20,SKU-102,Analytics Suite,Software,16,134,2144,2141,NA,Web,Agent_6,Closed
D-301699,CL-7055,2023-02-20,SKU-102,Analytics Suite,Software,25,1392,34800,34845,EU,ColdCall,Agent_4,Won
D-301700,CL-3290,2024-11-29,SKU-101,CRM Pro,Software,22,580,12760,12760,EU,ColdCall,Agent_8,Closed
D-301701,CL-3451,2024-10-22,SKU-102,Analytics Suite,Software,10,1077,10770,10756,EU,ColdCall,Agent_5,Closed
D-301702,CL-5747,2024-12-27,SKU-102,Analytics Suite,Software,24,990,23760,23794,EU,ColdCall,Agent_5,Closed
D-301703,CL-5122,2023-11-06,SKU-102,Analytics Suite,Software,4,1280,5120,5095,NA,Partner,Agent_5,Won
D-301704,CL-2571,2023-12-04,SKU-201,POS Terminal,Hardware,1,367,367,372,NA,Partner,Agent_8,Lost
D-301705,CL-5635,2023-01-26,SKU-102,Analytics Suite,Software,17,1269,21573,21567,APAC,ColdCall,Agent_10,Closed
D-301706,CL-2850,2024-10-11,SKU-101,CRM Pro,Software,5,1536,7680,7730,EU,Web,Agent_11,Won
D-301707,CL-3160,2023-01-31,SKU-102,Analytics Suite,Software,12,673,8076,8051,APAC,Partner,Agent_3,Closed
D-301708,CL-6070,2023-09-16,SKU-101,CRM Pro,Software,16,895,14320,14322,EU,Partner,Agent_10,Lost
D-301709,CL-5345,2023-05-05,SKU-201,POS Terminal,Hardware,25,1703,42575,42584,APAC,Web,Agent_1,Closed
D-301710,CL-7284,2024-09-24,SKU-201,POS Terminal,Hardware,22,1291,28402,28411,NA,Partner,Agent_9,Lost
D-301711,CL-5203,2024-02-17,SKU-101,CRM Pro,Software,10,117,1170,1188,NA,ColdCall,Agent_6,Closed
D-301712,CL-7263,2024-11-29,SKU-102,Analytics Suite,Software,9,568,5112,5062,APAC,Web,Agent_4,Closed
D-301713,CL-2357,2023-12-26,SKU-102,Analytics Suite,Software,14,1746,24444,24442,NA,ColdCall,Agent_10,Lost
D-301714,CL-5543,2023-08-26,SKU-102,Analytics Suite,Software,2,1093,2186,2226,EU,Web,Agent_5,Won
D-301715,CL-7633,2023-05-28,SKU-201,POS Terminal,Hardware,6,699,4194,4146,APAC,ColdCall,Agent_11,Won
D-301716,CL-5950,2024-05-16,SKU-201,POS Terminal,Hardware,6,1751,10506,10512,EU,ColdCall,Agent_8,Closed
D-301717,CL-4330,2024-07-26,SKU-201,POS Terminal,Hardware,4,1505,6020,5978,APAC,Partner,Agent_1,Won
D-301718,CL-7694,2023-12-28,SKU-201,POS Terminal,Hardware,20,132,2640,2658,NA,Partner,Agent_5,Won
D-301719,CL-6611,2024-07-30,SKU-101,CRM Pro,Software,7,160,1120,1081,EU,Web,Agent_8,Won
D-301720,CL-4782,2024-02-13,SKU-201,POS Terminal,Hardware,3,900,2700,2708,NA,Partner,Agent_4,Closed
D-301721,CL-5300,2024-01-02,SKU-102,Analytics Suite,Software,22,1452,31944,31976,APAC,Web,Agent_4,Lost
D-301722,CL-5056,2023-05-08,SKU-201,POS Terminal,Hardware,14,1029,14406,14365,EU,Partner,Agent_10,Lost
D-301723,CL-7150,2023-07-28,SKU-201,POS Terminal,Hardware,6,1433,8598,8551,EU,ColdCall,Agent_3,Closed
D-301724,CL-2516,2024-07-22,SKU-102,Analytics Suite,Software,11,1036,11396,11402,APAC,Partner,Agent_3,Closed
D-301725,CL-2241,2024-06-08,SKU-101,CRM Pro,Software,22,218,4796,4813,EU,Web,Agent_9,Won
D-301726,CL-6468,2023-09-15,SKU-102,Analytics Suite,Software,9,1132,10188,10168,NA,Web,Agent_4,Closed
D-301727,CL-2599,2023-10-10,SKU-201,POS Terminal,Hardware,1,1650,1650,1640,APAC,Web,Agent_8,Lost
D-301728,CL-2035,2023-03-12,SKU-101,CRM Pro,Software,9,171,1539,1566,EU,Partner,Agent_11,Closed
D-301729,CL-6567,2024-05-14,SKU-201,POS Terminal,Hardware,25,1695,42375,42342,EU,Partner,Agent_5,Closed
D-301730,CL-3226,2024-09-23,SKU-201,POS Terminal,Hardware,1,388,388,399,NA,ColdCall,Agent_4,Won
D-301731,CL-6588,2024-01-07,SKU-201,POS Terminal,Hardware,21,370,7770,7794,EU,Partner,Agent_11,Won
D-301732,CL-7526,2023-09-07,SKU-102,Analytics Suite,Software,8,460,3680,3634,EU,Partner,Agent_1,Lost
D-301733,CL-3263,2023-10-24,SKU-101,CRM Pro,Software,21,132,2772,2789,APAC,Partner,Agent_6,Lost
D-301734,CL-5632,2023-08-24,SKU-201,POS Terminal,Hardware,14,474,6636,6644,NA,Web,Agent_1,Lost
D-301735,CL-3962,2024-09-08,SKU-102,Analytics Suite,Software,9,1462,13158,13184,NA,Web,Agent_6,Closed
D-301736,CL-4756,2023-09-07,SKU-201,POS Terminal,Hardware,17,165,2805,2844,EU,Partner,Agent_9,Closed
D-301737,CL-6567,2024-01-09,SKU-101,CRM Pro,Software,6,375,2250,2286,EU,Web,Agent_4,Closed
D-301738,CL-3407,2024-07-03,SKU-201,POS Terminal,Hardware,10,1596,15960,15945,NA,Web,Agent_6,Won
D-301739,CL-7587,2024-07-18,SKU-102,Analytics Suite,Software,2,1517,3034,2993,EU,ColdCall,Agent_4,Closed
D-301740,CL-3123,2023-06-29,SKU-101,CRM Pro,Software,5,1734,8670,8667,EU,Web,Agent_4,Closed
D-301741,CL-3341,2023-06-13,SKU-101,CRM Pro,Software,6,173,1038,1070,EU,Web,Agent_11,Won
D-301742,CL-6874,2024-02-06,SKU-201,POS Terminal,Hardware,1,1246,1246,1213,NA,Web,Agent_3,Closed
D-301743,CL-4967,2024-08-30,SKU-201,POS Terminal,Hardware,23,614,14122,14163,EU,Partner,Agent_4,Lost
D-301744,CL-3074,2024-07-24,SKU-201,POS Terminal,Hardware,1,1468,1468,1419,APAC,Partner,Agent_6,Closed
D-301745,CL-5578,2024-06-14,SKU-101,CRM Pro,Software,21,1550,32550,32548,EU,Web,Agent_5,Won
D-301746,CL-3208,2024-03-27,SKU-201,POS Terminal,Hardware,20,676,13520,13474,NA,Partner,Agent_6,Closed
D-301747,CL-5113,2024-04-11,SKU-102,Analytics Suite,Software,20,495,9900,9916,NA,Web,Agent_10,Closed
D-301748,CL-3315,2024-06-25,SKU-201,POS Terminal,Hardware,11,1676,18436,18469,APAC,Partner,Agent_2,Won
D-301749,CL-5788,2024-10-05,SKU-101,CRM Pro,Software,9,1569,14121,14124,NA,Web,Agent_7,Won
D-301750,CL-2154,2023-12-21,SKU-101,CRM Pro,Software,12,612,7344,7389,APAC,ColdCall,Agent_5,Lost
D-301751,CL-4746,2024-11-04,SKU-102,Analytics Suite,Software,14,275,3850,3881,APAC,Web,Agent_2,Won
D-301752,CL-6151,2023-11-10,SKU-101,CRM Pro,Software,20,874,17480,17457,EU,Web,Agent_4,Won
D-301753,CL-4429,2023-09-13,SKU-102,Analytics Suite,Software,19,1515,28785,28821,APAC,Partner,Agent_2,Won
D-301754,CL-4688,2024-04-26,SKU-102,Analytics Suite,Software,14,704,9856,9889,APAC,ColdCall,Agent_8,Lost
D-301755,CL-6041,2023-08-14,SKU-101,CRM Pro,Software,20,989,19780,19815,NA,ColdCall,Agent_6,Closed
D-301756,CL-7295,2024-06-30,SKU-201,POS Terminal,Hardware,21,204,4284,4272,APAC,Web,Agent_11,Lost
D-301757,CL-4111,2024-07-23,SKU-101,CRM Pro,Software,8,171,1368,1340,NA,Web,Agent_10,Won
D-301758,CL-6065,2024-02-02,SKU-201,POS Terminal,Hardware,4,1551,6204,6254,APAC,Web,Agent_9,Lost
D-301759,CL-2289,2023-02-05,SKU-101,CRM Pro,Software,10,1041,10410,10400,APAC,ColdCall,Agent_1,Won
D-301760,CL-6929,2023-07-18,SKU-102,Analytics Suite,Software,25,737,18425,18463,EU,ColdCall,Agent_4,Won
D-301761,CL-2855,2023-03-01,SKU-102,Analytics Suite,Software,13,1759,22867,22821,APAC,Web,Agent_1,Closed
D-301762,CL-3217,2023-10-06,SKU-102,Analytics Suite,Software,12,1035,12420,12419,NA,Partner,Agent_10,Lost
D-301763,CL-5203,2024-07-14,SKU-201,POS Terminal,Hardware,18,1223,22014,21980,EU,Partner,Agent_6,Lost
D-301764,CL-7827,2023-08-27,SKU-101,CRM Pro,Software,9,615,5535,5557,APAC,ColdCall,Agent_1,Lost
D-301765,CL-4812,2024-11-07,SKU-101,CRM Pro,Software,5,1556,7780,7789,NA,ColdCall,Agent_3,Lost
D-301766,CL-5093,2024-04-25,SKU-101,CRM Pro,Software,3,1777,5331,5350,NA,Web,Agent_9,Lost
D-301767,CL-2160,2024-02-04,SKU-101,CRM Pro,Software,2,1720,3440,3436,NA,Web,Agent_5,Closed
D-301768,CL-2805,2023-08-21,SKU-201,POS Terminal,Hardware,25,609,15225,15224,NA,Web,Agent_9,Closed
D-301769,CL-5789,2024-10-10,SKU-201,POS Terminal,Hardware,21,781,16401,16366,APAC,Web,Agent_3,Closed
D-301770,CL-3455,2024-05-15,SKU-102,Analytics Suite,Software,13,188,2444,2438,NA,Partner,Agent_10,Lost
D-301771,CL-7757,2023-12-30,SKU-201,POS Terminal,Hardware,24,1324,31776,31777,NA,Partner,Agent_6,Won
D-301772,CL-7008,2024-06-26,SKU-101,CRM Pro,Software,24,1385,33240,33269,APAC,Partner,Agent_7,Lost
D-301773,CL-3138,2023-08-05,SKU-201,POS Terminal,Hardware,9,1549,13941,13970,EU,Partner,Agent_1,Closed
D-301774,CL-3864,2023-10-11,SKU-101,CRM Pro,Software,11,414,4554,4582,APAC,Web,Agent_8,Lost
D-301775,CL-2479,2024-06-24,SKU-101,CRM Pro,Software,15,892,13380,13345,APAC,Partner,Agent_9,Closed
D-301776,CL-3657,2023-12-31,SKU-101,CRM Pro,Software,19,1649,31331,31348,APAC,ColdCall,Agent_6,Closed
D-301777,CL-2771,2024-10-20,SKU-201,POS Terminal,Hardware,18,248,4464,4462,NA,Partner,Agent_9,Won
D-301778,CL-3789,2024-10-02,SKU-201,POS Terminal,Hardware,14,554,7756,7774,NA,Partner,Agent_3,Closed
D-301779,CL-5328,2023-06-08,SKU-102,Analytics Suite,Software,5,1158,5790,5747,NA,Partner,Agent_11,Lost
D-301780,CL-3930,2024-04-09,SKU-101,CRM Pro,Software,18,1544,27792,27814,EU,Partner,Agent_11,Won
D-301781,CL-4222,2024-08-03,SKU-102,Analytics Suite,Software,19,1002,19038,19079,EU,Web,Agent_9,Won
D-301782,CL-2894,2024-10-03,SKU-101,CRM Pro,Software,8,956,7648,7617,EU,Web,Agent_5,Closed
D-301783,CL-6612,2024-12-08,SKU-102,Analytics Suite,Software,12,590,7080,7050,EU,Web,Agent_10,Won
D-301784,CL-4242,2023-11-25,SKU-102,Analytics Suite,Software,19,850,16150,16182,EU,Web,Agent_5,Won
D-301785,CL-2514,2024-01-04,SKU-101,CRM Pro,Software,3,1358,4074,4038,EU,Partner,Agent_7,Won
D-301786,CL-7576,2023-01-29,SKU-201,POS Terminal,Hardware,24,1341,32184,32192,APAC,Web,Agent_10,Won
D-301787,CL-5279,2024-07-25,SKU-201,POS Terminal,Hardware,8,349,2792,2779,NA,Partner,Agent_9,Lost
D-301788,CL-2170,2024-05-25,SKU-102,Analytics Suite,Software,21,1130,23730,23726,NA,Partner,Agent_3,Lost
D-301789,CL-6265,2023-09-21,SKU-102,Analytics Suite,Software,2,1525,3050,3090,NA,ColdCall,Agent_2,Closed
D-301790,CL-2978,2023-06-01,SKU-101,CRM Pro,Software,9,1019,9171,9209,APAC,ColdCall,Agent_10,Won
D-301791,CL-3452,2024-06-03,SKU-201,POS Terminal,Hardware,3,165,495,505,NA,Partner,Agent_1,Lost
D-301792,CL-2903,2023-11-18,SKU-201,POS Terminal,Hardware,8,459,3672,3713,APAC,Partner,Agent_1,Lost
D-301793,CL-7962,2024-11-23,SKU-102,Analytics Suite,Software,7,443,3101,3122,NA,Web,Agent_3,Lost
D-301794,CL-4608,2024-10-09,SKU-101,CRM Pro,Software,15,354,5310,5282,NA,ColdCall,Agent_10,Closed
D-301795,CL-6484,2023-01-08,SKU-102,Analytics Suite,Software,25,682,17050,17055,NA,ColdCall,Agent_2,Closed
D-301796,CL-7659,2024-09-26,SKU-102,Analytics Suite,Software,13,1289,16757,16718,APAC,Partner,Agent_3,Won
D-301797,CL-7875,2023-08-18,SKU-201,POS Terminal,Hardware,16,651,10416,10460,NA,ColdCall,Agent_10,Won
D-301798,CL-6137,2024-08-10,SKU-201,POS Terminal,Hardware,13,1144,14872,14865,EU,Web,Agent_2,Closed
D-301799,CL-3914,2024-12-01,SKU-101,CRM Pro,Software,13,878,11414,11460,NA,ColdCall,Agent_7,Lost
D-301800,CL-4872,2024-07-05,SKU-101,CRM Pro,Software,5,812,4060,4105,APAC,Web,Agent_2,Closed
D-301801,CL-3084,2023-08-22,SKU-102,Analytics Suite,Software,10,274,2740,2728,EU,Web,Agent_7,Closed
D-301802,CL-3661,2024-10-22,SKU-201,POS Terminal,Hardware,20,1263,25260,25257,APAC,Web,Agent_9,Closed
D-301803,CL-6487,2023-11-08,SKU-102,Analytics Suite,Software,17,1664,28288,28249,APAC,Partner,Agent_1,Lost
D-301804,CL-5604,2024-11-11,SKU-101,CRM Pro,Software,10,604,6040,6018,NA,Web,Agent_7,Lost
D-301805,CL-6122,2023-09-30,SKU-101,CRM Pro,Software,14,1672,23408,23450,APAC,ColdCall,Agent_6,Closed
D-301806,CL-6968,2024-09-22,SKU-102,Analytics Suite,Software,4,1388,5552,5559,EU,ColdCall,Agent_10,Won
D-301807,CL-6021,2023-12-05,SKU-101,CRM Pro,Software,21,1046,21966,21951,APAC,Web,Agent_7,Lost
D-301808,CL-3617,2024-09-15,SKU-102,Analytics Suite,Software,4,470,1880,1854,APAC,ColdCall,Agent_10,Closed
D-301809,CL-3374,2023-07-03,SKU-101,CRM Pro,Software,5,618,3090,3128,APAC,ColdCall,Agent_11,Won
D-301810,CL-7884,2023-06-18,SKU-201,POS Terminal,Hardware,17,603,10251,10231,APAC,Partner,Agent_10,Closed
D-301811,CL-3396,2023-05-04,SKU-201,POS Terminal,Hardware,10,1711,17110,17142,APAC,Web,Agent_4,Lost
D-301812,CL-3227,2024-06-08,SKU-102,Analytics Suite,Software,10,1729,17290,17336,APAC,Partner,Agent_1,Lost
D-301813,CL-6340,2024-02-10,SKU-201,POS Terminal,Hardware,20,578,11560,11591,EU,Web,Agent_2,Closed
D-301814,CL-7775,2024-02-26,SKU-101,CRM Pro,Software,22,1462,32164,32161,NA,Partner,Agent_5,Won
D-301815,CL-6190,2024-01-25,SKU-101,CRM Pro,Software,16,429,6864,6863,NA,Partner,Agent_9,Closed
D-301816,CL-4216,2023-03-04,SKU-201,POS Terminal,Hardware,24,645,15480,15434,NA,ColdCall,Agent_10,Closed
D-301817,CL-3694,2024-01-11,SKU-201,POS Terminal,Hardware,23,1489,34247,34245,EU,ColdCall,Agent_2,Won
D-301818,CL-7170,2024-07-25,SKU-201,POS Terminal,Hardware,10,219,2190,2188,APAC,ColdCall,Agent_7,Lost
D-301819,CL-5567,2024-08-26,SKU-102,Analytics Suite,Software,16,105,1680,1656,EU,ColdCall,Agent_8,Won
D-301820,CL-5138,2024-10-18,SKU-102,Analytics Suite,Software,23,1654,38042,38023,NA,ColdCall,Agent_2,Closed
D-301821,CL-3941,2024-04-29,SKU-101,CRM Pro,Software,3,1717,5151,5161,NA,ColdCall,Agent_1,Won
D-301822,CL-5349,2024-03-10,SKU-201,POS Terminal,Hardware,6,1147,6882,6881,NA,Web,Agent_2,Won
D-301823,CL-2272,2023-03-25,SKU-201,POS Terminal,Hardware,10,1657,16570,16587,EU,ColdCall,Agent_10,Won
D-301824,CL-3516,2023-07-08,SKU-201,POS Terminal,Hardware,9,500,4500,4533,EU,Web,Agent_11,Lost
D-301825,CL-5062,2024-04-06,SKU-101,CRM Pro,Software,16,510,8160,8194,APAC,Partner,Agent_11,Closed
D-301826,CL-4332,2023-04-24,SKU-201,POS Terminal,Hardware,5,1370,6850,6885,NA,ColdCall,Agent_6,Closed
D-301827,CL-2682,2024-11-15,SKU-102,Analytics Suite,Software,10,841,8410,8382,NA,Web,Agent_3,Lost
D-301828,CL-2746,2024-11-08,SKU-101,CRM Pro,Software,13,283,3679,3682,EU,Partner,Agent_11,Won
D-301829,CL-6046,2024-02-25,SKU-201,POS Terminal,Hardware,10,282,2820,2823,APAC,ColdCall,Agent_6,Closed
D-301830,CL-7171,2024-03-15,SKU-101,CRM Pro,Software,16,1425,22800,22770,APAC,ColdCall,Agent_1,Closed
D-301831,CL-7081,2024-10-31,SKU-101,CRM Pro,Software,6,1713,10278,10325,EU,Web,Agent_2,Won
D-301832,CL-7108,2024-02-19,SKU-201,POS Terminal,Hardware,15,1658,24870,24860,NA,Web,Agent_5,Won
D-301833,CL-6683,2023-04-27,SKU-101,CRM Pro,Software,15,1349,20235,20189,NA,Web,Agent_11,Won
D-301834,CL-2358,2023-03-03,SKU-201,POS Terminal,Hardware,24,1056,25344,25336,APAC,Partner,Agent_1,Won
D-301835,CL-6473,2024-06-25,SKU-102,Analytics Suite,Software,2,1508,3016,3011,EU,Web,Agent_9,Closed
D-301836,CL-7872,2023-06-25,SKU-102,Analytics Suite,Software,11,1305,14355,14345,NA,Partner,Agent_5,Lost
D-301837,CL-6150,2024-10-20,SKU-101,CRM Pro,Software,25,1472,36800,36830,APAC,ColdCall,Agent_9,Won
D-301838,CL-2763,2024-10-02,SKU-102,Analytics Suite,Software,14,1170,16380,16344,APAC,ColdCall,Agent_4,Lost
D-301839,CL-6732,2023-02-07,SKU-102,Analytics Suite,Software,12,122,1464,1463,EU,ColdCall,Agent_9,Won
D-301840,CL-4719,2023-10-30,SKU-101,CRM Pro,Software,16,1057,16912,16948,APAC,ColdCall,Agent_4,Closed
D-301841,CL-2019,2024-05-31,SKU-101,CRM Pro,Software,20,608,12160,12165,EU,Web,Agent_11,Lost
D-301842,CL-3696,2023-11-19,SKU-201,POS Terminal,Hardware,9,667,6003,6001,NA,Partner,Agent_4,Lost
D-301843,CL-6289,2024-11-28,SKU-102,Analytics Suite,Software,4,1031,4124,4132,EU,ColdCall,Agent_9,Won
D-301844,CL-5535,2024-05-09,SKU-201,POS Terminal,Hardware,16,1589,25424,25406,EU,ColdCall,Agent_5,Won
D-301845,CL-6220,2023-02-11,SKU-102,Analytics Suite,Software,5,329,1645,1683,NA,ColdCall,Agent_5,Won
D-301846,CL-3101,2024-08-17,SKU-201,POS Terminal,Hardware,20,625,12500,12452,APAC,Web,Agent_6,Won
D-301847,CL-3255,2023-08-15,SKU-201,POS Terminal,Hardware,20,1335,26700,26687,EU,ColdCall,Agent_9,Won
D-301848,CL-6410,2023-01-29,SKU-102,Analytics Suite,Software,15,391,5865,5861,NA,ColdCall,Agent_11,Closed
D-301849,CL-3915,2023-01-18,SKU-201,POS Terminal,Hardware,4,1171,4684,4701,APAC,Web,Agent_9,Closed
D-301850,CL-3451,2024-05-30,SKU-201,POS Terminal,Hardware,16,1419,22704,22731,APAC,ColdCall,Agent_4,Closed
D-301851,CL-4455,2023-03-05,SKU-101,CRM Pro,Software,14,692,9688,9709,NA,Web,Agent_11,Lost
D-301852,CL-7577,2024-09-18,SKU-102,Analytics Suite,Software,14,742,10388,10394,APAC,Partner,Agent_4,Lost
D-301853,CL-5453,2023-01-24,SKU-201,POS Terminal,Hardware,8,393,3144,3108,NA,Web,Agent_4,Won
D-301854,CL-2989,2024-01-06,SKU-201,POS Terminal,Hardware,7,1474,10318,10366,EU,Web,Agent_7,Won
D-301855,CL-3885,2023-10-31,SKU-201,POS Terminal,Hardware,13,773,10049,10085,EU,Web,Agent_2,Closed
D-301856,CL-7009,2024-08-03,SKU-201,POS Terminal,Hardware,6,387,2322,2363,APAC,ColdCall,Agent_9,Won
D-301857,CL-4625,2024-07-17,SKU-101,CRM Pro,Software,3,1091,3273,3323,NA,ColdCall,Agent_1,Won
D-301858,CL-4038,2023-04-30,SKU-102,Analytics Suite,Software,13,845,10985,10981,EU,Web,Agent_9,Won
D-301859,CL-5534,2024-01-08,SKU-101,CRM Pro,Software,13,1172,15236,15248,EU,Web,Agent_2,Won
D-301860,CL-2901,2023-08-01,SKU-101,CRM Pro,Software,5,1633,8165,8192,APAC,Partner,Agent_6,Closed
D-301861,CL-3680,2023-05-18,SKU-102,Analytics Suite,Software,1,1012,1012,1042,NA,Partner,Agent_11,Won
D-301862,CL-4976,2023-02-02,SKU-201,POS Terminal,Hardware,18,1140,20520,20476,EU,ColdCall,Agent_1,Closed
D-301863,CL-2886,2024-04-14,SKU-102,Analytics Suite,Software,18,1600,28800,28779,APAC,Partner,Agent_4,Lost
D-301864,CL-2307,2024-08-28,SKU-101,CRM Pro,Software,10,671,6710,6672,NA,Web,Agent_9,Lost
D-301865,CL-6930,2023-07-24,SKU-102,Analytics Suite,Software,1,481,481,487,EU,Web,Agent_2,Won
D-301866,CL-2873,2024-12-06,SKU-102,Analytics Suite,Software,7,770,5390,5415,APAC,Partner,Agent_10,Won
D-301867,CL-5538,2023-03-29,SKU-201,POS Terminal,Hardware,17,367,6239,6221,NA,Partner,Agent_10,Won
D-301868,CL-7459,2023-10-17,SKU-101,CRM Pro,Software,21,976,20496,20528,EU,Partner,Agent_6,Closed
D-301869,CL-7791,2023-05-26,SKU-102,Analytics Suite,Software,1,697,697,659,EU,Web,Agent_5,Lost
D-301870,CL-7901,2023-02-06,SKU-102,Analytics Suite,Software,15,891,13365,13383,APAC,Web,Agent_3,Won
D-301871,CL-6231,2024-01-07,SKU-102,Analytics Suite,Software,4,546,2184,2217,NA,Partner,Agent_4,Closed
D-301872,CL-4615,2024-01-22,SKU-201,POS Terminal,Hardware,24,1553,37272,37321,NA,Partner,Agent_1,Closed
D-301873,CL-5922,2023-04-08,SKU-201,POS Terminal,Hardware,24,1605,38520,38508,APAC,Web,Agent_3,Closed
D-301874,CL-7721,2024-07-09,SKU-102,Analytics Suite,Software,11,744,8184,8184,EU,Web,Agent_9,Lost
D-301875,CL-2146,2024-09-08,SKU-201,POS Terminal,Hardware,4,270,1080,1053,APAC,ColdCall,Agent_7,Lost
D-301876,CL-2465,2024-10-02,SKU-101,CRM Pro,Software,5,677,3385,3426,NA,ColdCall,Agent_9,Closed
D-301877,CL-3945,2023-03-19,SKU-201,POS Terminal,Hardware,3,1485,4455,4462,APAC,ColdCall,Agent_2,Closed
D-301878,CL-6874,2024-02-06,SKU-102,Analytics Suite,Software,3,1360,4080,4098,APAC,Web,Agent_6,Closed
D-301879,CL-6834,2023-06-17,SKU-102,Analytics Suite,Software,7,448,3136,3130,EU,Web,Agent_4,Closed
D-301880,CL-2476,2023-11-21,SKU-101,CRM Pro,Software,21,1595,33495,33541,APAC,Web,Agent_5,Lost
D-301881,CL-6672,2024-11-19,SKU-101,CRM Pro,Software,2,1474,2948,2957,NA,Partner,Agent_4,Lost
D-301882,CL-7771,2023-07-14,SKU-102,Analytics Suite,Software,18,417,7506,7554,APAC,ColdCall,Agent_2,Won
D-301883,CL-2645,2024-02-26,SKU-201,POS Terminal,Hardware,11,695,7645,7681,NA,Web,Agent_7,Lost
D-301884,CL-5370,2023-08-17,SKU-101,CRM Pro,Software,10,1670,16700,16719,NA,ColdCall,Agent_3,Lost
D-301885,CL-2596,2023-02-02,SKU-102,Analytics Suite,Software,17,1703,28951,28960,NA,ColdCall,Agent_11,Closed
D-301886,CL-4481,2023-10-17,SKU-102,Analytics Suite,Software,16,768,12288,12335,NA,ColdCall,Agent_7,Lost
D-301887,CL-4255,2023-03-10,SKU-201,POS Terminal,Hardware,14,1212,16968,16987,EU,ColdCall,Agent_7,Won
D-301888,CL-5445,2024-06-17,SKU-201,POS Terminal,Hardware,17,1652,28084,28070,NA,Web,Agent_3,Closed
D-301889,CL-5485,2023-10-26,SKU-102,Analytics Suite,Software,16,509,8144,8095,NA,ColdCall,Agent_2,Closed
D-301890,CL-3961,2024-05-01,SKU-102,Analytics Suite,Software,11,829,9119,9158,APAC,Web,Agent_11,Won
D-301891,CL-5309,2024-10-04,SKU-101,CRM Pro,Software,4,491,1964,2008,EU,Web,Agent_9,Lost
D-301892,CL-3509,2023-11-18,SKU-101,CRM Pro,Software,16,594,9504,9525,NA,ColdCall,Agent_9,Closed
D-301893,CL-5277,2023-06-20,SKU-201,POS Terminal,Hardware,10,1601,16010,15992,NA,ColdCall,Agent_11,Won
D-301894,CL-7683,2023-10-15,SKU-101,CRM Pro,Software,19,563,10697,10661,APAC,ColdCall,Agent_6,Lost
D-301895,CL-6625,2024-11-28,SKU-101,CRM Pro,Software,19,1642,31198,31182,APAC,ColdCall,Agent_4,Lost
D-301896,CL-5659,2023-05-03,SKU-101,CRM Pro,Software,12,1065,12780,12787,NA,ColdCall,Agent_2,Closed
D-301897,CL-4779,2024-08-30,SKU-102,Analytics Suite,Software,8,729,5832,5863,NA,Partner,Agent_5,Won
D-301898,CL-7293,2024-07-28,SKU-201,POS Terminal,Hardware,1,1671,1671,1705,APAC,Partner,Agent_7,Lost
D-301899,CL-2923,2024-09-01,SKU-102,Analytics Suite,Software,6,702,4212,4167,APAC,Web,Agent_7,Lost
D-301900,CL-5756,2023-07-17,SKU-102,Analytics Suite,Software,1,1166,1166,1153,NA,Web,Agent_9,Won
D-301901,CL-4615,2023-01-29,SKU-201,POS Terminal,Hardware,8,1771,14168,14205,APAC,Partner,Agent_10,Lost
